Depth (m),qc (MPa),fs (kPa),Rf (%),u2 (kPa),gamma (kN/m3),M (MN/m2),OCR (-),su (kPa),sampling_name(-)
13.62,2.9394799999999996,42.63,1.450256507953788,271.34,18.42,,,,NGTS_Sand_OYSB09
14,3.1726600000000005,41.75,1.315930481047449,209.08999999999997,18.76,,,,NGTS_Sand_OYSB09
14.62,1.4770800000000002,32.86000000000001,2.2246594632653616,277.6,18.76,,,,NGTS_Sand_OYSB09
15,1.5874000000000001,27.790000000000003,1.7506614589895428,302.25000000000006,18.38,,,,NGTS_Sand_OYSB09
15.61,4.891789999999999,71.84,1.4685830749071407,214.77000000000004,18.38,,,,NGTS_Sand_OYSB09
16,3.2543899999999994,48.49999999999999,1.4902946481521884,251.77000000000004,18.41,,,,NGTS_Sand_OYSB09
16.6,3.5706300000000004,70.82,1.9834034890201444,202.32000000000005,18.41,,,,NGTS_Sand_OYSB09
17,2.45322,41.85,1.7059211974466213,294.55000000000007,19.28,,,,NGTS_Sand_OYSB09
17.61,4.341659999999999,51.68000000000001,1.1903281233445278,272.2,19.28,,,,NGTS_Sand_OYSB09
18,2.82304,58.33,2.066212310133756,250.22000000000003,18.55,,,,NGTS_Sand_OYSB09
18.64,7.458830000000001,46.5,0.623422172,241.07,18.55,,,,NGTS_Sand_OYSB09
19,6.535030000000001,63.38000000000001,0.9698501766633054,226.87000000000003,17.27,,,,NGTS_Sand_OYSB09
19.68,4.927480000000001,86.27000000000001,1.7507935090553384,238.29999999999995,17.27,,,,NGTS_Sand_OYSB09
3.05,1.2745454545454544,22.914545454545454,1.7978601997146935,49.89909090909091,18.4,,,,NGTS_Silt_HALB01
3.4,2.758363636363636,10.78818181818182,0.39110803506690406,127.9672727272727,18.97,,,,NGTS_Silt_HALB01
3.775,0.9360000000000002,14.920000000000003,1.5940170940170941,84.626,19.2,,,,NGTS_Silt_HALB01
4.035,0.9470000000000001,3.93,0.41499472016895456,90.34700000000001,19.1,,,,NGTS_Silt_HALB01
4.364999999999999,1.5759,5.245999999999999,0.3328891427121009,138.848,19.518047888857645,,,,NGTS_Silt_HALB01
4.385,1.4289,4.433000000000001,0.31023864511162436,128.44,19.58,,,,NGTS_Silt_HALB01
4.465,0.6086,4.646,0.7633913900755833,113.02199999999999,18.96,3.9,1.875,,NGTS_Silt_HALB01
4.645,0.617,4.762,0.7717990275526742,99.233,18.5,6,3.125,,NGTS_Silt_HALB01
4.785,0.7171000000000001,4.4510000000000005,0.6206944638125784,107.14699999999999,18.96824913701348,,,,NGTS_Silt_HALB01
5.295,0.6028,4.271,0.7085268745852689,120.64800000000001,18.96,,,,NGTS_Silt_HALB01
5.295,0.6028,4.271,0.7085268745852689,120.64800000000001,18.96,,,32,NGTS_Silt_HALB01
5.295,0.6028,4.271,0.7085268745852689,120.64800000000001,18.95,,,41.1,NGTS_Silt_HALB01
5.785,0.6897,8.320999999999998,1.206466579672321,121.63999999999997,19.18,,,,NGTS_Silt_HALB01
6.045,0.7739,7.909000000000001,1.021966662359478,134.156,18.53,,,,NGTS_Silt_HALB01
6.375,0.8096,7.914000000000001,0.9775197628458498,148.678,18.94,,,,NGTS_Silt_HALB01
6.784999999999999,0.9911000000000001,12.52,1.2632428614670566,149.64600000000002,19.37,,,,NGTS_Silt_HALB01
7.045,0.9493,13.049999999999997,1.3746971452649315,151.534,19.02,,,,NGTS_Silt_HALB01
7.385,0.8378,9.951000000000002,1.1877536404869902,168.6,19.08,,,,NGTS_Silt_HALB01
7.495,0.7839000000000002,9.317,1.1885444572011734,169.76999999999998,19.22,,,,NGTS_Silt_HALB01
7.495,0.7839000000000002,9.317,1.1885444572011734,169.76999999999998,19.22,,,29.5,NGTS_Silt_HALB01
7.545,0.7723,8.863,1.1476110319823902,172.76,19,,,,NGTS_Silt_HALB01
7.545,0.7723,8.863,1.1476110319823902,172.76,19,,,,NGTS_Silt_HALB01
7.594999999999999,0.7968,8.609,1.0804467871485943,181.015,18.99,,,42.2,NGTS_Silt_HALB01
7.784999999999999,0.7849000000000002,7.697,0.980634476,204.384,19.33,,,,NGTS_Silt_HALB01
8.045,0.7491,7.71,1.029235082098518,196.449,19.06,,,,NGTS_Silt_HALB01
8.375,0.9298,10.377,1.1160464616046462,209.411,19.09,,,,NGTS_Silt_HALB01
8.594999999999999,1.0009000000000001,11.049,1.103906484164252,210.84,19.07,,,,NGTS_Silt_HALB01
8.594999999999999,1.0009000000000001,11.049,1.103906484164252,210.84,19.07,,,49.8,NGTS_Silt_HALB01
10.045,0.9945000000000002,10.515,1.057315233785822,249.15499999999997,19.28,,,,NGTS_Silt_HALB01
10.364999999999998,0.9376,9.402000000000003,1.0027730375426624,272.934,19.297955263234144,,,,NGTS_Silt_HALB01
10.495,0.9952,10.884999999999998,1.09375,264.582,19,,,,NGTS_Silt_HALB01
10.495,0.9952,10.884999999999998,1.09375,264.582,19,,,36.9,NGTS_Silt_HALB01
10.775,1.0258999999999998,12.360000000000001,1.2047957890632617,260.526,19.85,,,,NGTS_Silt_HALB01
12.045,1.1407,14.720000000000002,1.2904356973788027,279.548,19.43,,,,NGTS_Silt_HALB01
12.344999999999999,1.2455000000000003,13.639999999999999,1.0951425130469687,301.268,19.885934644142896,,,,NGTS_Silt_HALB01
12.375,1.2834,14.52,1.1313697989714817,299.42799999999994,19.53,,,,NGTS_Silt_HALB01
12.594999999999999,1.2643,14.822999999999999,1.1724274301985287,289.641,19.55,,,62,NGTS_Silt_HALB01
3.1950000000000003,0.8801,11.785,1.3390523804113168,107.22499999999998,19.77407773349656,,,,NGTS_Silt_HALB02
3.3550000000000004,2.6018,5.602,0.215312476,145.671,20.316547612821207,,,,NGTS_Silt_HALB02
3.6349999999999993,1.7328,24.169999999999998,1.3948522622345336,70.40500000000002,19.13612937,,,,NGTS_Silt_HALB02
4.395,4.6013,12.549,0.2727272727272727,135.57599999999996,18.954434058068927,,,,NGTS_Silt_HALB02
5.165,0.46109999999999995,5.335000000000001,1.1570158317067885,105.80000000000001,18.94007805181849,,,,NGTS_Silt_HALB02
5.295,0.5787,6.64,1.1473993433557972,111.27499999999999,18.871746489387718,,,,NGTS_Silt_HALB02
6.195000000000001,0.6885000000000001,8.559000000000001,1.2431372549019608,109.21500000000002,18.975745161317825,,,,NGTS_Silt_HALB02
7.094999999999999,0.7995000000000001,10.108,1.264290181363352,121.11500000000001,19.094400255263412,,,,NGTS_Silt_HALB02
7.994999999999999,0.859,10.349,1.2047729918509895,150.092,19.16521399030799,,,,NGTS_Silt_HALB02
8.895,0.9398000000000002,10.94,1.1640774632900615,174.095,19.21041121729231,,,,NGTS_Silt_HALB02
9.485,0.8506,7.9300000000000015,0.9322830942863862,204.31999999999996,19.298668098267278,,,,NGTS_Silt_HALB02
10.694999999999999,1.0686,10.986,1.0280741156653566,251.74799999999996,19.300025380287963,,,,NGTS_Silt_HALB02
11.594999999999999,1.346,14.625,1.0865527488855868,272.58700000000005,19.545115491142447,,,,NGTS_Silt_HALB02
12.495,1.7998,17.672,0.981886876,303.4339999999999,19.67358449007949,,,,NGTS_Silt_HALB02
13.395,2.1841999999999997,13.249,0.6065836461862467,336.561,20.11802044,,,,NGTS_Silt_HALB02
14.235,1.8718000000000004,12.475,0.6664707767923922,335.27500000000003,20.375329587156507,,,,NGTS_Silt_HALB02
5.3149999999999995,0.8702,7.797,0.896000919,123.233,19.41,,,,NGTS_Silt_HALB03
5.3149999999999995,0.8702,7.797,0.896000919,123.233,19.41,,,31.8,NGTS_Silt_HALB03
5.415,0.8143999999999998,7.2379999999999995,0.8887524557956781,120.12399999999998,19.62,11.2,18.46153846153846,,NGTS_Silt_HALB03
7.495,0.9889999999999999,8.756,0.8853387259858445,145.65,19.26,7.922,3.7037037037037037,,NGTS_Silt_HALB03
7.5649999999999995,0.9296999999999999,8.497000000000002,0.9139507367968166,144.66899999999998,18.55,,,,NGTS_Silt_HALB03
7.5649999999999995,0.9296999999999999,8.497000000000002,0.9139507367968166,144.66899999999998,18.55,,,34.3,NGTS_Silt_HALB03
8.275,0.9292999999999999,8.056000000000003,0.8668890562789199,172.03000000000003,19.74,8.4,5.851063829787234,,NGTS_Silt_HALB03
8.454999999999998,0.9921,9.519000000000002,0.9594798911400063,166.855,18.79,,,44.7,NGTS_Silt_HALB03
10.245,0.9981000000000002,8.267,0.8282737200681292,211.65099999999998,18.88,,,,NGTS_Silt_HALB03
10.245,0.9981000000000002,8.267,0.8282737200681292,211.65099999999998,18.88,,,36.9,NGTS_Silt_HALB03
10.325,0.9875,8.075000000000001,0.8177215189873419,213.745,19.71,,,,NGTS_Silt_HALB03
10.325,0.9875,8.075000000000001,0.8177215189873419,213.745,19.71,11.8,2.5,,NGTS_Silt_HALB03
14.304999999999998,1.4772999999999998,12.31,0.8332769241183242,271.2990000000001,19.97,16.059,2.5316455696202533,,NGTS_Silt_HALB03
14.415000000000001,1.3331,12.61,0.9459155352186632,280.8229999999999,20.01,,,71.6,NGTS_Silt_HALB03
5.264999999999999,0.7150000000000001,8.67,1.2125874125874123,38.288000000000004,19.45,5.249,4.615384615384615,,NGTS_Silt_HALB04
5.275,0.655,8.562,1.307175572519084,38.885000000000005,18.93,,,,NGTS_Silt_HALB04
5.275,0.655,8.562,1.307175572519084,38.885000000000005,18.93,,,33.9,NGTS_Silt_HALB04
7.025,0.8570000000000002,22.456,2.6203033838973155,76.17399999999999,18.63,,,36.3,NGTS_Silt_HALB04
7.025,0.8570000000000002,22.456,2.6203033838973155,76.17399999999999,18.8,,,32.9,NGTS_Silt_HALB04
7.025,0.8570000000000002,22.456,2.6203033838973155,76.17399999999999,19.31,6.955,4.320987654320987,,NGTS_Silt_HALB04
7.025,0.8570000000000002,22.456,2.6203033838973155,76.17399999999999,19.41,,,,NGTS_Silt_HALB04
8.014999999999999,0.7599999999999999,18.131,2.3856578947368425,167.70300000000003,19.18,,,,NGTS_Silt_HALB04
8.014999999999999,0.7599999999999999,18.131,2.3856578947368425,167.70300000000003,19.33,,,40.5,NGTS_Silt_HALB04
8.014999999999999,0.7599999999999999,18.131,2.3856578947368425,167.70300000000003,19.87,7.1,3.5869565217391304,,NGTS_Silt_HALB04
8.165000000000001,0.8049999999999999,20.281,2.519378881987578,163.463,19.52,5.8,3.260869565217391,,NGTS_Silt_HALB04
8.355,0.7689999999999999,17.919999999999998,2.330299089726918,183.54999999999998,19.15,,,,NGTS_Silt_HALB04
8.355,0.7689999999999999,17.919999999999998,2.330299089726918,183.54999999999998,19.15,6.1,2.5925925925925926,45.2,NGTS_Silt_HALB04
8.395,0.7699999999999999,18.383000000000003,2.3874025974025983,183.19700000000003,19.46,7.498,3.0851063829787235,,NGTS_Silt_HALB04
8.415000000000001,0.7699999999999999,18.569,2.4115584415584417,181.81400000000002,19.56,9.2,3.297872340425532,,NGTS_Silt_HALB04
10.065000000000001,0.9549999999999997,20.128,2.1076439790575923,207.03299999999996,19.14,,,38.8,NGTS_Silt_HALB04
10.065000000000001,0.9549999999999997,20.128,2.1076439790575923,207.03299999999996,19.1,,,41.2,NGTS_Silt_HALB04
10.065000000000001,0.9549999999999997,20.128,2.1076439790575923,207.03299999999996,20.04,9.5,2.0535714285714284,,NGTS_Silt_HALB04
11.444999999999999,0.9459999999999997,18.083000000000002,1.9115221987315016,281.40700000000004,19.25,9.4,,,NGTS_Silt_HALB04
11.444999999999999,0.9459999999999997,18.083000000000002,1.9115221987315016,281.40700000000004,19.25,11.3,,50.3,NGTS_Silt_HALB04
11.444999999999999,0.9459999999999997,18.083000000000002,1.9115221987315016,281.40700000000004,19.37,,,49.1,NGTS_Silt_HALB04
11.444999999999999,0.9459999999999997,18.083000000000002,1.9115221987315016,281.40700000000004,19.47,,,,NGTS_Silt_HALB04
12.575000000000001,0.8939999999999999,18.250000000000004,2.0413870246085017,313.361,19.12,,,59.5,NGTS_Silt_HALB04
13.544999999999998,1.001,21.3,2.1278721278721284,296.872,19.77,,,64.7,NGTS_Silt_HALB04
14.475,1.208,23.310000000000002,1.929635761589404,282.842,20.26,,,,NGTS_Silt_HALB04
14.475,1.208,23.310000000000002,1.929635761589404,282.842,20.23,,,,NGTS_Silt_HALB04
14.475,1.208,23.310000000000002,1.929635761589404,282.842,20.26,,,39.2,NGTS_Silt_HALB04
14.475,1.208,23.310000000000002,1.929635761589404,282.842,20.23,,,50.3,NGTS_Silt_HALB04
14.575,1.214,23.355999999999998,1.9238879736408567,280.403,20.69,,,,NGTS_Silt_HALB04
14.594999999999999,1.226,22.406999999999996,1.8276508972267533,283.94700000000006,20.08,,,,NGTS_Silt_HALB04
14.594999999999999,1.226,22.406999999999996,1.8276508972267533,283.94700000000006,20.78,,,,NGTS_Silt_HALB04
14.594999999999999,1.226,22.406999999999996,1.8276508972267533,283.94700000000006,20.08,,,70.1,NGTS_Silt_HALB04
14.594999999999999,1.226,22.406999999999996,1.8276508972267533,283.94700000000006,20.69,16.7,2.5949367088607596,,NGTS_Silt_HALB04
14.594999999999999,1.226,22.406999999999996,1.8276508972267533,283.94700000000006,20.78,11,,,NGTS_Silt_HALB04
9.345,0.82,18.608999999999998,2.2693902439024387,195.434,20.05,9.121,1.7924528301886793,,NGTS_Silt_HALB05
9.444999999999999,0.7809999999999999,17.519999999999996,2.2432778489116516,225.888,18.7,,,46.9,NGTS_Silt_HALB05
9.565000000000001,0.86,17.474999999999998,2.0319767441860463,211.67999999999995,19.39,7,2.858481724461106,,NGTS_Silt_HALB05
9.595,0.8539999999999999,18.429000000000002,2.1579625292740054,213.767,19.25,,,,NGTS_Silt_HALB05
12.495,0.899,18.159999999999997,2.0200222469410454,318.63000000000005,19.56,,,57.9,NGTS_Silt_HALB05
12.704999999999998,0.8739999999999999,17.097,1.9561784897025176,329.196,19.87,7.27,0.8823529411764706,,NGTS_Silt_HALB05
7.994999999999999,0.751,18.418,2.452463382157124,164.079,18.912424378709822,,,,NGTS_Silt_HALB06
8.315,0.7680000000000001,17.893,2.329817708333333,183.13299999999998,19.65,,,40.3,NGTS_Silt_HALB06
8.465,0.761,18.203000000000003,2.3919842312746393,187.679,19.67,,,,NGTS_Silt_HALB06
8.645,0.8480000000000001,19.268,2.2721698113207545,176.95,19.1,,,11.7,NGTS_Silt_HALB06
8.715,0.833,20.337,2.4414165666266507,164.45700000000002,19.20316222624551,,,,NGTS_Silt_HALB06
9.525,0.8430000000000002,16.566000000000006,1.9651245551601426,224.51499999999996,18.832633177229773,,,,NGTS_Silt_HALB06
9.925,0.8150000000000001,17.35,2.1288343558282206,227.79399999999998,19.7,,,44,NGTS_Silt_HALB06
10.075,0.953,20.512,2.152360965372508,205.58699999999996,19.74,8.7,2.803738317757009,,NGTS_Silt_HALB06
11.395,0.889,16.628,1.870416197975253,298.34700000000004,19.7,,,53.5,NGTS_Silt_HALB06
12.525,0.8899999999999999,18.346,2.0613483146067417,312.42,19.240030237580996,,,,NGTS_Silt_HALB06
12.945000000000002,1.0150000000000001,19.805999999999997,1.9513300492610832,296.4919999999999,19.96,,,,NGTS_Silt_HALB06
13.065000000000001,0.946,20.875999999999998,2.206765328,297.7219999999999,19.92,11.4,1.619718309859155,,NGTS_Silt_HALB06
7.48,0.25,4,1.6,113.6,18.07685658,1.1764705882352942,1.7857142857142858,,Austria_site1
12.21,0.7,19.7,2.8142857142857145,178.8,17.67681549,1.3128038897893033,1.0593220338983051,,Austria_site1
15.06,1.05,21.3,2.0285714285714285,158.4,17.00174616,1.5547024952015358,1.224823081110506,,Austria_site1
7.48,0.25,4,1.6,113.6,17.70093319,0.6398809523809522,,,Austria_site1
12.21,0.7,19.7,2.8142857142857145,178.8,17.29811243,1.8549918060487425,,,Austria_site1
15.06,1.05,21.3,2.0285714285714285,158.4,17.5124417,1.8870583682242235,,,Austria_site1
7.48,0.25,4,1.6,113.6,17.7,,,,Austria_site1
12.21,0.7,19.7,2.8142857142857145,178.8,17.2,,,,Austria_site1
15.06,1.05,21.3,2.0285714285714285,158.4,17,,,,Austria_site1
5,3.1,8.7,0.2806451612903226,-47.8,19.5,5.231995395844051,1.4480408858603067,,Austria_site2
10.14,0.74,18.5,2.5,70.9,18,3.6585371491457597,1.0879848628192998,,Austria_site2
22,1.02,11.5,1.1274509803921569,622.8,18.1,,,,Austria_site2
16,0.72,9.2,1.2777777777777777,469.1,18.10095428,3.271983640081802,,,Austria_site2
19,0.89,8.8,0.9887640449438203,515,17.97,,,,Austria_site2
19,0.89,8.8,0.9887640449438203,515,17.97,,,,Austria_site2
22,1.02,11.5,1.1274509803921569,622.8,17.689999999999998,4.647058823529404,1.0067114093959733,,Austria_site2
22,1.02,11.5,1.1274509803921569,622.8,18.58129615,6.005398934528458,1.1505273250239694,,Austria_site2
22,1.02,11.5,1.1274509803921569,622.8,17.91483639,3.6544343414271974,,,Austria_site2
22,1.02,11.5,1.1274509803921569,622.8,17.7,,,,Austria_site2
9.4,0.56,13.7,2.446428571428571,278.9,18.224939325008002,3.127450980392154,0.9918845807033363,,Austria_site2
9.4,0.56,13.7,2.446428571428571,278.9,18.442035905271197,4.255318620076461,,,Austria_site2
9.9,0.62,12.7,2.0483870967741935,281,18.400000000000002,3.186269190364957,1.1722272317403066,,Austria_site2
12.9,0.69,9.5,1.3768115942028984,372.5,17.57663293,3.3427171718073794,1.0132501948558066,,Austria_site2
12.9,0.69,9.5,1.3768115942028984,372.5,17.92478355,,,,Austria_site2
12.9,0.69,9.5,1.3768115942028984,372.5,17.92478355,4.504654209528584,1.2081060015588463,,Austria_site2
11.9,1.3,20.5,1.5769230769230769,78.2,17.27821811,2.549525908801678,1.1691348402182384,,Austria_site2
14.9,0.66,8.4,1.2727272727272727,440.6,18.1137796,3.231548915711844,1.040988939492518,,Austria_site2
14.9,0.66,8.4,1.2727272727272727,440.6,17.89494207,3.121782530048615,1.073519843851659,,Austria_site2
14.9,0.66,8.4,1.2727272727272727,440.6,18.1137796,,,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.59124332,5.879297416792763,1.122672508214677,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.71060924,5.2875276605890935,1.2595837897042717,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,17.94467787,4.847327134152902,1.0405257393209202,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.63103196,5.825636147485031,1.2322015334063527,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.69071492,4.573417777672579,1.3691128148959475,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.611394853788802,4.3517679057116965,,,Austria_site2
18.2,0.86,7.8,0.9069767441860465,510,18.59124332,,,,Austria_site2
21.3,0.98,10.6,1.0816326530612244,610.4,17.89994041,4.039735099337753,1.002865329512894,,Austria_site2
21.3,0.98,10.6,1.0816326530612244,610.4,17.53744161,4.454773338225728,1.0506208213944603,,Austria_site2
21.3,0.98,10.6,1.0816326530612244,610.4,17.8352591,2.591682004297482,1.0506208213944603,,Austria_site2
21.3,0.98,10.6,1.0816326530612244,610.4,17.89994041,,,,Austria_site2
5.41,3.58,28.64,0.8,46.75,20.47493183,8.333333333333327,1.0294117647058822,,Austria_site6
10.11,0.71,11.89,1.6746478873239439,382.41,20.70998854,6.357835829265319,1.1676396997497915,,Austria_site6
